identifier,srp,srr,srz,replicate,protocol,organism,sample type,cell type,clone_individual,strain,genotype,construct,baseline_control_expt,treatment type,treatment,times,timecourse,library prep,spike in,notes,experimentally not usable,curator 1,curator 2,published,bibtex,author,year,last author,doi,single_paired,rcomp,other data,atac seq,rna seq,chip seq,three d,other seq,sample_id,sample_name,genetic_id,expt_id,raw_read_depth,raw_read_length,trim_read_depth,duplication_picard,single_map,multi_map,map_prop,rseqc_tags,rseqc_cds,cds_rpk,rseqc_five_utr,rseqc_three_utr,rseqc_intron,intron_rpk,exint_ratio,distinct_tenmillion_prop,genome_prop_cov,avg_fold_cov,samp_qc_score,samp_data_score
Rozhkov2013multiple,SRP017841,SRR646578,SRR646578,rep1,GRO-seq,D. melanogaster,tissue,ovary,,,nanos promoter Gal4-responsive dsRNA white; Dcr2 constitutive knock-in,,control,no treatment,,,False,ligation,None,,False,Jesse,Lynn,True,,Rozhkov,2013,Hannon,10.1101/gad.209767.112,single,False,True,False,True,True,False,False,1969,SRR646578,747,400,21075508,50,15531408,0.703331,5397958,4330117,0.6263000000000001,7693716,1457701,63.68,3058533,762305,1871868,32.24,1.975186104218362,0.29847909,0.29582581723799706,7.233107687869163,3,1
Puc2015ligand,SRP049720,SRR1648886,SRR1648886,rep1,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA control,control,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1082,SRR1648886,889,451,29359815,50,26659401,0.671155,11254847,13770492,0.9387000000000001,23069518,558337,14.5,10533622,1153530,8193969,6.1,2.377049180327869,0.3812304,0.09100716236251272,1.2109084603817528,3,3
Puc2015ligand,SRP049720,SRR1648887,SRR1648887,rep1,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA control,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1083,SRR1648887,889,451,34016349,50,31414743,0.637744,13547583,16015627,0.9411,27153082,638264,16.58,12327954,1432462,9691522,7.21,2.2995839112343965,0.3999039,0.10961932161388158,1.413377379399396,2,3
Puc2015ligand,SRP049720,SRR1648888,SRR1648888,rep1,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Top1,experimental,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1084,SRR1648888,888,451,30593852,50,28258592,0.628216,11952713,14768774,0.9456,24607608,592138,15.38,11243315,1257792,8748513,6.51,2.3625192012288787,0.39938715,0.10441551094227809,1.299190900684122,2,3
Puc2015ligand,SRP049720,SRR1648889,SRR1648889,rep1,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Top1,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1085,SRR1648889,888,451,30295092,50,27473271,0.631563,11746275,14188722,0.9440000000000001,23864781,554456,14.4,10791259,1310112,8613410,6.41,2.2464898595943836,0.4000961,0.10170009438310026,1.248867408088213,2,3
Puc2015ligand,SRP049720,SRR1648890,SRR1648890,rep2,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA control,control,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1086,SRR1648890,889,451,27364381,50,24915818,0.650423,9094806,13355291,0.9009999999999999,20711623,484124,12.57,10053754,987936,6731040,5.01,2.508982035928144,0.3688196,0.08771197163922942,1.1037570679228788,3,3
Puc2015ligand,SRP049720,SRR1648891,SRR1648891,rep2,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA control,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1087,SRR1648891,889,451,28298686,50,25906620,0.654033,9236594,14099244,0.9007999999999999,21548503,521866,13.56,10526446,1006606,6918198,5.15,2.633009708737864,0.3638305,0.0893769845328532,1.1460988576494562,3,3
Puc2015ligand,SRP049720,SRR1648892,SRR1648892,rep1,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Mre11,experimental,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1088,SRR1648892,883,451,25228503,50,22385772,0.639089,8525046,12295744,0.9301,19220498,497365,12.92,9266399,871411,6281626,4.67,2.766595289079229,0.3776566,0.08928827457434202,1.0483124494401033,2,3
Puc2015ligand,SRP049720,SRR1648893,SRR1648893,rep1,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Mre11,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1089,SRR1648893,883,451,31300628,50,27778062,0.627822,10737455,14048453,0.8923000000000001,22739506,576824,14.98,10659816,1120399,7758284,5.77,2.596187175043328,0.3935218,0.10174329836585423,1.1799936524830417,2,3
Puc2015ligand,SRP049720,SRR1648894,SRR1648894,rep1,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Nkx3-1,experimental,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1090,SRR1648894,884,451,26006084,50,23791530,0.611118,10101793,12353162,0.9438,20715471,500531,13.0,9333932,1066771,7498837,5.58,2.3297491039426523,0.40962285,0.09510789063293566,1.0869990914852674,2,3
Puc2015ligand,SRP049720,SRR1648895,SRR1648895,rep1,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Nkx3-1,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1091,SRR1648895,884,451,24670130,50,22685121,0.574571,10301794,11154580,0.9458,19744042,495729,12.88,8365609,1050344,7671082,5.71,2.2556917688266203,0.4445996,0.0988245199511261,0.998374059420184,2,3
Puc2015ligand,SRP049720,SRR1648897,SRZ1648896,rep3,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA control,control,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,60,SRZ1648896,889,451,56019207,50,44432835,0.626179,19830000,18374434,0.8598,34528137,938256,24.37,14031950,1744221,13669607,10.17,2.3962635201573255,0.4568745,0.12759691371914186,1.5812315324848303,2,2
Puc2015ligand,SRP049720,SRR1648899,SRZ1648898,rep3,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA control,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,61,SRZ1648898,889,451,71343665,50,62856466,0.667072,26632749,30196299,0.9041,51875127,1307163,33.95,23105051,2482188,18662096,13.88,2.445965417867435,0.41621795,0.154000313454929,2.570337969528832,3,2
Puc2015ligand,SRP049720,SRR1648900,SRR1648900,rep2,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Mre11,experimental,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1092,SRR1648900,883,451,42329624,50,36984484,0.645895,16668540,15564991,0.8715,29247389,824540,21.42,11662080,1420694,11884365,8.84,2.4230769230769234,0.44789355,0.10768511554237574,1.319402886292152,2,3
Puc2015ligand,SRP049720,SRR1648901,SRR1648901,rep2,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Mre11,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1093,SRR1648901,883,451,28781729,50,25971988,0.653174,9792573,13218733,0.8859999999999999,21072039,528491,13.73,10038839,1021804,6857972,5.1,2.6921568627450982,0.37530795,0.08285187600756892,1.068408479262933,3,3
Puc2015ligand,SRP049720,SRR1648904,SRR1648904,rep1,PRO-cap,H. sapiens,cell line,LNCaP,,,,,control,vehicle,ethanol,"-1,0,hr",False,ligation,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1094,SRR1648904,881,452,12767033,51,8581255,0.601299,1802282,215145,0.2351,1680114,134787,3.5,439832,67981,707986,0.53,6.60377358490566,0.15957858,0.008443884856411966,0.0343752377920465,5,5
Puc2015ligand,SRP049720,SRR1648905,SRR1648905,rep1,PRO-cap,H. sapiens,cell line,LNCaP,,,,,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,ligation,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1095,SRR1648905,881,452,30338284,51,19377453,0.593885,4989906,545906,0.2857,4639300,342732,8.9,933465,207002,2281224,1.7,5.235294117647059,0.30400087000000003,0.023709908563163677,0.0944731640004872,4,5
Puc2015ligand,SRP049720,SRR1648909,SRR1648909,rep4,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA control,control,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1096,SRR1648909,889,451,53644095,50,45264120,0.667717,16762648,25980906,0.9443,39653348,1059978,27.53,19755701,1680565,12238515,9.1,3.0252747252747256,0.362156,0.1297727667963688,2.20171284547758,3,2
Puc2015ligand,SRP049720,SRR1648910,SRR1648910,rep4,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA control,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1097,SRR1648910,889,451,53946376,50,46758232,0.684547,16665215,27622415,0.9472,41261105,1053348,27.36,21148871,1636751,12271194,9.13,2.9967141292442494,0.34516715,0.12775103692502232,2.329528251332167,3,2
Puc2015ligand,SRP049720,SRR1648911,SRR1648911,rep2,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Top1,experimental,vehicle,ethanol,"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1098,SRR1648911,888,451,48780063,50,41117646,0.656679,15360119,23229585,0.9384999999999999,35742387,969942,25.19,17663562,1512932,11272846,8.39,3.00238379022646,0.36945995,0.12379203832499891,1.9681402395083263,3,2
Puc2015ligand,SRP049720,SRR1648912,SRR1648912,rep2,GRO-seq,H. sapiens,cell line,LNCaP,,,,siRNA Top1,experimental,treatment,dihydrotestosterone(100 nM),"-1,0,hr",False,circularization,None,,False,Jesse,Robin,True,,Puc,2015,Rosenfeld,10.1016/j.cell.2014.12.023,single,False,True,False,False,True,False,False,1099,SRR1648912,888,451,42862594,50,37114660,0.625205,15219665,19966158,0.948,32503080,918669,23.86,15243800,1431892,11087900,8.25,2.892121212121212,0.4005936,0.12335280799521113,1.728381995791423,2,2
Birkenheuer2020rna,SRP193891,SRR8957130,SRR8957130,rep1,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-3,-2,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2709,SRR8957130,835,674,66118249,76,44178047,0.486224,21164936,11283006,0.7345,28253437,1381597,35.89,8468504,1359296,12466387,9.27,3.8716289104638624,0.56087545,0.13430550166769473,1.333282548907276,1,2
Birkenheuer2020rna,SRP193891,SRR8957131,SRR8957131,rep2,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-3,-2,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2710,SRR8957131,835,674,70479860,76,51489131,0.462927,23818288,10432391,0.6652,28821806,1544775,40.12,7118662,1200599,13064288,9.72,4.127572016460904,0.6103133,0.1319979856232156,1.2768705731689762,1,2
Birkenheuer2020rna,SRP193891,SRR8957132,SRR8957132,rep3,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-3,-2,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2711,SRR8957132,835,674,76288700,76,58104266,0.432985,34956007,11747905,0.8038,40904349,2385075,61.95,9395481,1943110,20186395,15.02,4.124500665778962,0.64994855,0.1735026630137982,1.5945122704174703,1,2
Birkenheuer2020rna,SRP193891,SRR8957133,SRR8957133,rep4,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-3,-2,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2712,SRR8957133,835,674,52508255,76,41621743,0.44267,23921735,9820367,0.8107,30034149,1709297,44.4,7861727,1404839,14190258,10.56,4.204545454545454,0.62208655,0.14500515321102017,1.3395106555890544,1,2
Birkenheuer2020rna,SRP193891,SRR8957134,SRR8957134,rep5,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-3,-2,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2713,SRR8957134,835,674,47011122,76,27463984,0.540069,12561627,9045302,0.7867000000000001,19043682,950454,24.69,7155829,964120,7159706,5.33,4.632270168855535,0.4848495,0.09783978308766393,1.043799197352267,2,3
Birkenheuer2020rna,SRP193891,SRR8957135,SRR8957135,rep6,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-3,-2,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2714,SRR8957135,835,674,55627261,76,41905543,0.455653,22817301,9763432,0.7775,28561249,1612332,41.88,7696160,1291796,12971940,9.65,4.339896373056995,0.60566985,0.13727582395098303,1.2348177791864383,1,2
Birkenheuer2020rna,SRP193891,SRR8957136,SRR8957136,rep1,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-6,-5,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2715,SRR8957136,835,674,130874849,75,83391126,0.650576,22850941,11785497,0.4153,28085644,1203633,31.26,9768243,1569788,10657521,7.93,3.9419924337957126,0.47323525,0.11839929970688903,1.430121253077078,3,3
Birkenheuer2020rna,SRP193891,SRR8957137,SRR8957137,rep2,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-6,-5,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2716,SRR8957137,835,674,71625599,75,48552704,0.47033,13733187,4589762,0.3774,14974672,792452,20.58,3715203,711288,6830069,5.08,4.051181102362205,0.5915411,0.10345883607031715,0.5961787419135393,1,3
Birkenheuer2020rna,SRP193891,SRR8957138,SRR8957138,rep3,PRO-seq,H. sapiens,cell line,HEp2,,,,,baseline,treatment,HSV-1(MOI 5),"-6,-5,hr",True,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2717,SRR8957138,835,674,70631378,75,43683688,0.492986,20404942,6434585,0.6144,22432692,1237560,32.15,5785940,1252030,10262276,7.63,4.213630406290957,0.60077125,0.12828235439448032,0.8954164046398341,1,2
Birkenheuer2020rna,SRP193891,SRR8957139,SRR8957139,rep1,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);cycloheximide(10 microM),"-3,-2,hr;-4,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2718,SRR8957139,835,674,53788514,76,35890733,0.394142,24227489,5547258,0.8295999999999999,25945656,1678776,43.61,5941748,1132232,12693123,9.44,4.619703389830509,0.67422005,0.13223907519565342,0.7998743333995131,1,2
Birkenheuer2020rna,SRP193891,SRR8957140,SRR8957140,rep2,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);cycloheximide(10 microM),"-3,-2,hr;-4,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2719,SRR8957140,835,674,59327693,76,41992910,0.407885,27928237,7552284,0.8449,31065591,1848875,48.02,7198650,1333677,15288079,11.37,4.2233948988566405,0.66828935,0.14767569897160215,1.0775629593162792,1,2
Birkenheuer2020rna,SRP193891,SRR8957141,SRR8957141,rep3,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);cycloheximide(10 microM),"-3,-2,hr;-4,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2720,SRR8957141,835,674,54087246,76,39811416,0.415711,26175875,6640632,0.8243,28732017,1803270,46.84,6733535,1238450,13973091,10.39,4.508180943214629,0.65923095,0.13778153594193307,0.9783585280941377,1,2
Birkenheuer2020rna,SRP193891,SRR8957142,SRR8957142,rep1,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);phosphonoacetic acid (200 microg/mL),"-6,-5,hr;-6,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2721,SRR8957142,835,674,124042825,75,84132172,0.537581,55542137,16301426,0.8539,60776514,3984863,103.51,14491217,2911591,28249889,21.01,4.9267015706806285,0.64899735,0.20218805299496675,2.235850748820693,2,2
Birkenheuer2020rna,SRP193891,SRR8957143,SRR8957143,rep2,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);phosphonoacetic acid (200 microg/mL),"-6,-5,hr;-6,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,2722,SRR8957143,835,674,79653074,75,52176855,0.552801,31804537,12925316,0.8573000000000001,38362276,2160374,56.11,11068035,1769351,16636653,12.38,4.532310177705977,0.590965,0.1530540327136516,1.6345009952433212,2,2
Birkenheuer2020rna,SRP193891,SRR10502417,SRR10502417,rep1,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);acyclovir(10 microM),"-6,-5,hr;-5,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,580,SRR10502417,835,674,41427719,35,26912039,0.385889,11863501,3965398,0.5882000000000001,12083962,639683,16.62,2767764,412553,5474810,4.07,4.083538083538084,0.63096945,0.11313574463924,0.5943456773496197,2,3
Birkenheuer2020rna,SRP193891,SRR10502418,SRR10502418,rep2,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);acyclovir(10 microM),"-6,-5,hr;-5,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,581,SRR10502418,835,674,51953786,35,31900579,0.393354,14874454,5228322,0.6302,15435467,838528,21.78,3603697,534751,6979885,5.19,4.196531791907514,0.63761775,0.12988785773663628,0.7505088699598577,1,2
Birkenheuer2020rna,SRP193891,SRR10502419,SRR10502419,rep1,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;vehicle,HSV-1(MOI 5);DMSO(0.01%),"-6,-5,hr;-6,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,582,SRR10502419,835,674,35080707,35,23150442,0.579431,5765277,3966286,0.4204,8061289,294333,7.65,3188908,186818,2494548,1.86,4.112903225806452,0.4122894,0.058669625642107294,0.49200346896993663,3,4
Birkenheuer2020rna,SRP193891,SRR10502420,SRR10502420,rep2,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;vehicle,HSV-1(MOI 5);DMSO(0.01%),"-6,-5,hr;-6,0,hr",False,ligation,D. melanogaster,,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,583,SRR10502420,835,674,41475874,35,28298160,0.573785,8192600,4197261,0.4378,10061906,405786,10.54,3549563,254984,3256121,2.42,4.355371900826446,0.43208425,0.07175495034409636,0.5652058883375499,2,4
Birkenheuer2020rna,SRP193891,SRR10502421,SRR10502421,rep1,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);flavopiridol(450 nM),"-6,-5,hr;-6,0,hr",False,ligation,D. melanogaster,length of flavopiridol treatment unclear - could be 1 hr or 6 hr,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,584,SRR10502421,835,674,40363607,35,27309578,0.765837,13980002,4358084,0.6715000000000001,14853494,1347156,34.99,6608442,365260,3277246,2.44,14.340163934426231,0.2800873,0.0373516762011248,0.6268149761761096,3,5
Birkenheuer2020rna,SRP193891,SRR10502422,SRR10502422,rep2,PRO-seq,H. sapiens,cell line,HEp2,,,,,experimental,treatment;treatment,HSV-1(MOI 5);flavopiridol(450 nM),"-6,-5,hr;-6,0,hr",False,ligation,D. melanogaster,length of flavopiridol treatment unclear - could be 1 hr or 6 hr,False,Mary,Rutendo,True,Birkenheuer2020,Birkenheuer,2020,Baines,10.1128/JVI.02035-19,single,True,False,False,False,False,False,False,585,SRR10502422,835,674,43033438,35,27752690,0.757829,14268252,4907077,0.6909000000000001,15722137,1391510,36.14,7080766,386357,3567407,2.65,13.637735849056604,0.29042055,0.04035799744842721,0.6893241934876787,3,5
Elrod2019integrator,SRP146077,SRR8235064,SRR8235064,rep1,PRO-seq,D. melanogaster,cell line,DL1,,,,,control,treatment,dsRNA beta-galactosidase(2 microg/1.5 million cells),"-60,0,hr",False,ligation,M. musculus,,False,Robin,Taylor,True,Elrod2019,Elrod,2019,Adelman,10.1016/j.molcel.2019.10.034,paired,False,True,True,True,True,False,False,2432,SRR8235064,718,609,19214211,42,15672196,0.368704,7207514,6912725,0.72,18235847,4782224,208.9,6365590,1446473,4672183,80.48,2.595675944333996,0.4281337,0.3720213131650319,12.558861845055683,3,1
Elrod2019integrator,SRP146077,SRR8235065,SRR8235065,rep2,PRO-seq,D. melanogaster,cell line,DL1,,,,,control,treatment,dsRNA beta-galactosidase(2 microg/1.5 million cells),"-60,0,hr",False,ligation,M. musculus,,False,Robin,Taylor,True,Elrod2019,Elrod,2019,Adelman,10.1016/j.molcel.2019.10.034,paired,False,True,True,True,True,False,False,2433,SRR8235065,718,609,24090155,42,19937531,0.397313,9200833,8833454,0.7221,23348989,5971125,260.84,8557355,1773328,5798231,99.88,2.6115338406087303,0.4194882,0.38788677917862074,16.07843006915964,2,1
Elrod2019integrator,SRP146077,SRR8235066,SRR8235066,rep3,PRO-seq,D. melanogaster,cell line,DL1,,,,,control,treatment,dsRNA beta-galactosidase(2 microg/1.5 million cells),"-60,0,hr",False,ligation,M. musculus,,False,Robin,Taylor,True,Elrod2019,Elrod,2019,Adelman,10.1016/j.molcel.2019.10.034,paired,False,True,True,True,True,False,False,2434,SRR8235066,718,609,17857021,42,14138389,0.383584,6425321,6173807,0.7165,16479150,4146080,181.11,6352196,1206718,3910412,67.36,2.688687648456057,0.4049167,0.34944015906043224,11.26012251719422,3,1
Elrod2019integrator,SRP146077,SRR8235067,SRR8235067,rep1,PRO-seq,D. melanogaster,cell line,DL1,,,,,experimental,treatment,dsRNA IntS9(2 microg/1.5 million cells),"-60,0,hr",False,ligation,M. musculus,,False,Robin,Taylor,True,Elrod2019,Elrod,2019,Adelman,10.1016/j.molcel.2019.10.034,paired,False,True,True,True,True,False,False,2435,SRR8235067,718,609,17456595,42,14772842,0.369335,5606931,5112058,0.7395999999999999,18456110,4481681,195.77,7961827,1063057,4225019,72.78,2.689887331684529,0.405582,0.36378770210278305,10.738998083700972,3,1
Elrod2019integrator,SRP146077,SRR8235068,SRR8235068,rep2,PRO-seq,D. melanogaster,cell line,DL1,,,,,experimental,treatment,dsRNA IntS9(2 microg/1.5 million cells),"-60,0,hr",False,ligation,M. musculus,,False,Robin,Taylor,True,Elrod2019,Elrod,2019,Adelman,10.1016/j.molcel.2019.10.034,paired,False,True,True,True,True,False,False,2436,SRR8235068,718,609,17674209,42,14171231,0.366685,5372449,4939271,0.7328,17541970,4347743,189.92,7601564,990769,3902995,67.23,2.8249293470177,0.40175315,0.35075197458007634,10.200000061668048,3,1
Elrod2019integrator,SRP146077,SRR8235069,SRR8235069,rep3,PRO-seq,D. melanogaster,cell line,DL1,,,,,experimental,treatment,dsRNA IntS9(2 microg/1.5 million cells),"-60,0,hr",False,ligation,M. musculus,,False,Robin,Taylor,True,Elrod2019,Elrod,2019,Adelman,10.1016/j.molcel.2019.10.034,paired,False,True,True,True,True,False,False,2437,SRR8235069,718,609,22277198,42,17456904,0.394231,6759211,6181696,0.7156,21044919,5205326,227.39,9245103,1164833,4569582,78.71,2.888959471477576,0.39487885,0.367373504204201,12.469884113503687,2,1
